source,title,company,location,description,link,sponsorship
Lever,Senior Software Engineer,matillion,Manchester,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/e3f4ab6c-b513-4024-9bb0-39f42ce913b4,Unclear
Lever,Senior Staff Software Engineer - FrontEnd,matillion,Manchester,"Ready to shape the future of data? Matillion is the intelligent data integration platform. We're changing how the world works with data – and we need driven, curious people who think big and move fast",https://jobs.lever.co/matillion/f559c761-16c5-498e-951d-e3f8ff31743a,Unclear
Greenhouse,"Senior Data Analyst, Financial Health",monzo,London,,https://job-boards.greenhouse.io/monzo/jobs/7743422,Unclear
Lever,Data Analyst - Capital Markets,octoenergy,London (GB),"What we do. Electric Car Leasing Why we do it. Greener. Fairer. Future. We are a market-leading, mission-driven organisation focused on accelerating the transition to a net-zero economy through innova",https://jobs.lever.co/octoenergy/abc031dd-e82a-4e6f-af47-6ed061fcc88b,Unclear
Lever,Data Analyst - Flexibility Team,octoenergy,London (GB),"Octopus Energy is at the forefront of the energy transition, making energy cheaper and greener through its cutting-edge technology. The Flexibility team is building the next generation of products and",https://jobs.lever.co/octoenergy/7f8fd5fe-863c-4f71-9026-961806b0ba13,Unclear
Lever,Portfolio Analyst - Development Portfolio Management Team,octoenergy,London (GB),"Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution, and we need many more people to help us make our vision a reality. Octopus Energy Gen",https://jobs.lever.co/octoenergy/97241410-9c85-4820-bd70-94c90cd7c911,Unclear
Adzuna,Senior Machine Learning Engineer,Vermelo,"Manchester Science Park, Manchester",Job title: Senior Machine Learning Engineer Locations: Manchester or Haywards Heath (hybrid working) Role overview Markerstudy Group are looking for a Senior Machine Learning Engineer to help take lea,https://www.adzuna.co.uk/jobs/land/ad/5677941682?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=054B2808496B28F0CF6E0139E76EFBF9CC07DD54,Unclear
Adzuna,Machine Learning Engineer,G-Research,"London, UK","We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environmen",https://www.adzuna.co.uk/jobs/land/ad/5678131536?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=842B99F00CC2053E4E7C0772429916140A51CE73,Unclear
Adzuna,Machine Learning Engineer,G-Research,"London, UK","We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environmen",https://www.adzuna.co.uk/jobs/land/ad/5678131514?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=8B92481F8E152220357A80C43835098CCB8338CE,Unclear
Adzuna,Machine Learning Engineer,Sanderson,"London, UK","Machine Learning Engineer £700-750/day overall assignment rate to umbrella Fully remote 6 month initial Apply today to join a forward-thinking, tech-driven FTSE 100 organisation using data science and",https://www.adzuna.co.uk/jobs/land/ad/5669664393?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F46DE8984E147420D3F87044C9859E2947518FEB,Unclear
Adzuna,Machine Learning Engineer,Harnham - Data & Analytics Recruitment,"London, UK","ML Engineer £500-£560 The Company They are a well-established consumer technology business with a mission to create a safe, trusted environment for millions of users. Data, experimentation, and scalab",https://www.adzuna.co.uk/jobs/land/ad/5673655686?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=BFA87ED0419DEFF389EAF27EB72FB1BE6554832F,Unclear
Adzuna,Machine Learning Engineer,Mekion Consulting,UK,"Machine Learning Engineer (NLP) Location: remote only within the UK Salary: up to £100,000 Job Purpose As a Machine Learning Engineer (NLP), you will work with our small but growing team and play an a",https://www.adzuna.co.uk/jobs/land/ad/5689922084?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=F570D2F50AB13B1A9E7CC0E6AC88B27278301535,Unclear
Adzuna,Machine Learning Engineer,SearchWorks,"The City, Central London","Machine Learning Engineer - 3-4 Days per week in Camden office We’re partnering with a fast-growing, well-funded tech company transforming how hospitality businesses staff, plan, and operate in real t",https://www.adzuna.co.uk/jobs/land/ad/5682616057?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=00F4F9E1A59972D509724257F6C0B2C60DD4EB93,Unclear
Adzuna,Machine Learning Engineer,SearchWorks,"London, UK","Machine Learning Engineer - 3-4 Days per week in Camden office We’re partnering with a fast-growing, well-funded tech company transforming how hospitality businesses staff, plan, and operate in real t",https://www.adzuna.co.uk/jobs/land/ad/5682616615?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=979F3C155A0DFB39F641C1CF1A982B0497867BBB,Unclear
Adzuna,Machine Learning Engineer,Inara,UK,"Contract Machine Learning Engineer Duration: Initially 3 months Day rate: £500, Inside IR35 Workplace: Remote, with occasional travel to client-site Inara are supporting a consultancy-led team deliver",https://www.adzuna.co.uk/jobs/land/ad/5685560745?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=C365EF9B70EFAF976CA3FF575F0E054C0EC59131,Unclear
Adzuna,Machine Learning Engineer,The Change Partners - Global talent specialists fo,"London, UK",Permanent Hybrid Working The Change Partners are working with a global leader in the travel software space to find looking for an ML Engineer to join their Marketing Measurement Analytics team. This i,https://www.adzuna.co.uk/jobs/land/ad/5668117878?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=8889180F4A0C90911E8D08E2C57BFD3E09FE5064,Unclear
Adzuna,Machine Learning Engineer,The Change Partners - Global talent specialists fo,"The City, Central London",Permanent Hybrid Working The Change Partners are working with a global leader in the travel software space to find looking for an ML Engineer to join their Marketing Measurement Analytics team. This i,https://www.adzuna.co.uk/jobs/land/ad/5668116178?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=4326403891FF8577256B281A354E8341D4E8B1A8,Unclear
Adzuna,Machine Learning Engineer,Krotos,UK,"Location: Remote (UK or Greece) Salary: Competitive, based on experience Job Type: Full-Time Working for Krotos We revolutionize sound creation by making Hollywood-quality sound accessible to everyone",https://www.adzuna.co.uk/jobs/land/ad/5662943497?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=CF9E9C7634DE8B724BCFF3494E34331ABF3756F8,Unclear
Adzuna,Senior Machine Learning Engineer,Norton Blake,"The City, Central London","Machine Learning Engineer, London (5 days a month in office), £90,000 - £120,000 per annum My client, a leading regulatory intelligence company are currently looking to bring on an ML Engineer on a pe",https://www.adzuna.co.uk/jobs/land/ad/5679027441?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=B3EC3608C91DC422A7498656D96C6954CBD82F57,Unclear
Adzuna,Lead Machine Learning Engineer,Xcede,"London, UK",Lead Machine Learning Engineer: Up to 125k Xcede are currently partnering with one of Europe’s leading applied AI organisations. They collaborate with governments and major enterprises to tackle compl,https://www.adzuna.co.uk/jobs/land/ad/5672733155?se=fGP0SbMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=8AEBB1A540EA54927FEA44CAF486C70A17D70295,Unclear
Adzuna,Machine Learning Engineer/Researcher - 2026 Graduate Programme,Viridien,UK,"Viridien ( www.viridiengroup.com ) is an advanced technology, digital and Earth data company that pushes the boundaries of science for a more prosperous and sustainable future. With our ingenuity, dri",https://www.adzuna.co.uk/jobs/details/5487081225?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Graduate AI Engineer,Agility,"Manchester, Greater Manchester","Graduate AI / Data Scientist / Machine Learning Engineer – Entry Level £28,000 – £35,000 | Hybrid Opportunities | North West / UK Are you a recent graduate looking to start your career in Artificial I",https://www.adzuna.co.uk/jobs/details/5668901224?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Senior Machine Learning Engineer,Vermelo,"Manchester Science Park, Manchester",Job title: Senior Machine Learning Engineer Locations: Manchester or Haywards Heath (hybrid working) Role overview Markerstudy Group are looking for a Senior Machine Learning Engineer to help take lea,https://www.adzuna.co.uk/jobs/land/ad/5677941682?se=-Oaod7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=054B2808496B28F0CF6E0139E76EFBF9CC07DD54,Unclear
Adzuna,Junior Data scientist,Information Tech Consultants,"Eastern England, UK",Job Title: Junior Data Scientist/Junior Machine Learning Engineer Location: UK Experience: 2–5 years Education: Master's in Science (IT/Computer Science/Engineer) Employment Type: Full-Time UK based c,https://www.adzuna.co.uk/jobs/land/ad/5690395319?se=-Oaod7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=239295B3830DFF707B326E63EBCF1DA989410047,Unclear
Adzuna,Senior Machine Learning Engineer,Vermelo,"Manchester Science Park, Manchester","Salary: £57,000 - 96,000 per year Requirements: Previous experience in tuning and deploying machine learning methods Familiarity with predictive modeling techniques such as Logistic Regression, GBMs, ",https://www.adzuna.co.uk/jobs/details/5688216075?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Senior Machine Learning Engineer,Vermelo,"Manchester, Greater Manchester",Job title: Senior Machine Learning Engineer Locations: Manchester or Haywards Heath (hybrid working) Role overview Markerstudy Group are looking for a Senior Machine Learning Engineer to help take lea,https://www.adzuna.co.uk/jobs/details/5677803580?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Senior Machine Learning Engineer - National Security,Mind Foundry,UK,"Locati on: London or Gloucestershire We’re looking for a Senior Machine Learning Engineer to join a supportive, multidisciplinary team developing AI/ML systems to solve critical National Security chal",https://www.adzuna.co.uk/jobs/details/5689750510?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Applied AI Engineer,Multiverse,"London, UK","Our upskilling apprenticeships are designed for people of any age and career stage to build critical AI, data, and tech skills. Our learners have driven $2bn ROI for their employers, using the skills ",https://www.adzuna.co.uk/jobs/land/ad/5665440258?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=5D34DF2BAA62C0130F043196855D9A1D76CC4294,Unclear
Adzuna,AI Engineer,Adria Solutions,"Manchester, Greater Manchester","AI Engineer - Manchester My client, a forward-thinking organisation, is seeking AI Engineers to deliver practical AI solutions that streamline operations and improve business performance. This is an e",https://www.adzuna.co.uk/jobs/land/ad/5662131491?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=E61A747C64D1B915843D274D6781D41DE4CC848B,Unclear
Adzuna,AI Engineer,trg.recruitment,"The City, Central London","AI Engineer Location: London (Onsite - 5 days per week) Type: Permanent Salary: £200,000 generous equity package Interview Process: 2-4 stages I'm hiring for two YC-backed startups building foundation",https://www.adzuna.co.uk/jobs/land/ad/5600127081?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=C57540CCBC761427658227C62F8EBDA938C972AC,Unclear
Adzuna,AI Engineer,trg.recruitment,"London, UK","AI Engineer Location: London (Onsite - 5 days per week) Type: Permanent Salary: £200,000 generous equity package Interview Process: 2-4 stages I'm hiring for two YC-backed startups building foundation",https://www.adzuna.co.uk/jobs/land/ad/5600129526?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=F88F66C1BB86751E0FF25D51FE7989FBF32BF228,Unclear
Adzuna,AI Engineer,Northell,"London, UK","Company Description Northell leverages artificial intelligence to harness the power of data, enhance organizational processes, and empower teams. By combining expertise in business and technology, Nor",https://www.adzuna.co.uk/jobs/land/ad/5553953937?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=63840869B5E8D38745325912C4FCB62EC961B8F0,Unclear
Adzuna,AI Engineer,Oakwell Hampton Group,"The City, Central London","Senior AI Engineer | London (Hybrid, 3 Days On-Site) | Up to £90k Benefits We’re looking for a talented AI Engineer to join a fast-growing London team working on cutting-edge AI solutions. You’ll help",https://www.adzuna.co.uk/jobs/land/ad/5678099961?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=9EEFFBD78C25249433203C7C3F423DF76C287223,Unclear
Adzuna,AI Engineer,Oakwell Hampton Group,"London, UK","Senior AI Engineer | London (Hybrid, 3 Days On-Site) | Up to £90k Benefits We’re looking for a talented AI Engineer to join a fast-growing London team working on cutting-edge AI solutions. You’ll help",https://www.adzuna.co.uk/jobs/land/ad/5677801947?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=2B4542710B9F62E16D367ECA29E34E67AA991E99,Unclear
Adzuna,AI Engineer,Hansen Technologies,"Hammersmith, West London",Based in Hammersmith [onsite 5 days] Who Are We Hansen Technologies is a leading global provider of software and services that enable organisations to transform customer experiences and streamline cri,https://www.adzuna.co.uk/jobs/land/ad/5687538763?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=77EDE1698B2DCAD6FF8956ADD725A97A94154302,Unclear
Adzuna,AI Engineer,Akixi,UK,"Location Remote, but requirement to meet up once a month for in-person collaboration day UK based About Akixi Akixi is a leading provider of SaaS analytics solutions for cloud-based communication plat",https://www.adzuna.co.uk/jobs/land/ad/5687538757?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=F41B17FD601DDC8DA26499D0779E709FA3EB77C6,Unclear
Adzuna,AI Engineer,Axiōma Search,"London, UK",AI Engineer Frontier AI | London or Paris Compensation: Up to £200k equity package About Frontier AI startup building state-of-the-art agentic systems that can execute real digital work inside enterpr,https://www.adzuna.co.uk/jobs/land/ad/5661855322?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=E43942D02E74458F29C0416BEF25BE7D300CA9F0,Unclear
Adzuna,AI Engineer,Axiōma Search,"The City, Central London",AI Engineer Frontier AI | London or Paris Compensation: Up to £200k equity package About Frontier AI startup building state-of-the-art agentic systems that can execute real digital work inside enterpr,https://www.adzuna.co.uk/jobs/land/ad/5662080791?se=VII9grMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=4B935B9483C3FBCBDB136A3BCB2667A5BD6BA7E6,Unclear
Adzuna,Junior Software Engineer (AI Native Pod) - Entry Level,OakNorth,"London, UK","At OakNorth, we’re on a mission to empower the UK’s most ambitious businesses. Since 2015, we’ve lent over $21 billion across the UK and US, helped create more than 58,000 new homes and 36,000 new job",https://www.adzuna.co.uk/jobs/details/5670534773?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior AI / Automation Engineer,Intellect Group,"London, UK",Junior AI / Automation Engineer London We are working with a highly entrepreneurial investment environment building out a new real estate platform in London. They are looking for a junior / early-care,https://www.adzuna.co.uk/jobs/land/ad/5679032930?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=02F093B08FFA65EFDD04FBEE0AC5BD30EC9E568E,Unclear
Adzuna,Junior AI / Automation Engineer,Intellect Group,"The City, Central London",Junior AI / Automation Engineer London We are working with a highly entrepreneurial investment environment building out a new real estate platform in London. They are looking for a junior / early-care,https://www.adzuna.co.uk/jobs/land/ad/5679296277?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=55E807C2A9A2F8857F7CB7F722BDD885CA6ED3AF,Unclear
Adzuna,Junior AI Software Engineer,Tech Recruitment UK Ltd,"Farringdon, Central London","About the Role We’re looking for motivated individuals to join our team as Junior AI Software Engineers, no previous experience in AI, software development, or IT is required. Whether you're looking t",https://www.adzuna.co.uk/jobs/land/ad/5673224570?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=5790BAC8821A8A8F180D822958D76F7D1466C393,Unclear
Adzuna,Junior AI Data Engineer,Hireful,"Central London, London","Take the next step in your data career & work with cutting-edge AI driven data migration projects! Small, but mighty data transformation company, operating in the financial services & banking arena ar",https://www.adzuna.co.uk/jobs/details/5652419202?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Software Engineer (AI-Native),Homey,"London, UK","About Homey Moving home in the UK is notoriously slow and stressful. At Homey, we are changing that. We are an established, fast-growing business using technology to streamline property transactions, ",https://www.adzuna.co.uk/jobs/details/5636098338?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,AI Engineer,Oscar Associates Limited,"London, UK","AI Engineer (Junior Level) Location: Fully Remote (UK working hours) Salary: £40,000 - £50,000 Contract: Permanent, Full-time About the Company We're partnering with a fast-growing AI-first biotech st",https://www.adzuna.co.uk/jobs/details/5654340624?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,UK,Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5682418479?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=A043D0D2E35CBCFB8844B619EA4EDBB48BB02788,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"London, UK",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5682513416?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=03D5B884454539A3487C83A5D0B5B7C88B53544E,Unclear
Adzuna,Applied AI Software Engineer - Security Cleared,Searchability Ltd,"The City, Central London","Applied AI Software Engineer (Junior-Mid) - SC / DV Cleared Location: UK (Fully Remote, occasional client site visits) Salary: £35,000 - £50,000 Employment: Permanent Security Clearance: SC or MOD DV ",https://www.adzuna.co.uk/jobs/details/5686943431?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Rochdale, Greater Manchester",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360331?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=50BB8B8B3EE69FF3FA1F03E9E03206A239545E7E,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Enfield, London",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360288?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=644970C125F9DC6E75FFDF964B7D2008D998B200,Unclear
Adzuna,Trainee Ai Engineer,IT Career Switch,"Oldham, Greater Manchester",Trainee AI Engineer - No Experience Needed! Ready to launch a future-proof career in AI - even if you have zero experience? We’re looking for ambitious individuals ready to break into the world of art,https://www.adzuna.co.uk/jobs/land/ad/5662360297?se=6OG2nLMx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=65E53FC29F0E7F2C2E73CDF41F54A5E83016D3FF,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,UK,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5660173992?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=5A3B81A9CB98CF9EAE311BB69AE5E54BCF443649,Unclear
Adzuna,Business Data Analyst,Gallagher,UK,"Introduction At Gallagher, we help clients face risk with confidence because we believe that when businesses are protected, they’re free to grow, lead, and innovate. You’ll be backed by our digital ec",https://www.adzuna.co.uk/jobs/land/ad/5690485268?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=F5B890C0C05C2549839161EB995EE55B34E530B3,Unclear
Adzuna,Data Analyst,Lusona Consultancy,UK,"Job Title : Business Systems & Data Analyst Job Location: York or East Kilbride Job Salary: Up to £50,000 benefits Hybrid Working Available A leading organisation is seeking a talented Business System",https://www.adzuna.co.uk/jobs/land/ad/5683226497?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=AE0FB09829BF554404496CDEB12E4859EBF574A2,Unclear
Adzuna,Data Analyst,RedCentric,"London, UK","About the Role At RedCentric, data drives our decisions and fuels our growth. We are seeking a skilled Data Analyst to join our team and transform complex data into actionable insights that empower ou",https://www.adzuna.co.uk/jobs/details/5659484919?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst,Tetra Tech,"London, UK","*]:pointer-events-auto scroll-mt-[calc(var(header-height)min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:832c394c-b197-4de9-b715-4b5b4d7e04c7-1"" data-testid=""conversation-turn-4"" da",https://www.adzuna.co.uk/jobs/land/ad/5684029153?se=PpDRpbMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=FAB973CCD413AB8F8D8708D57F5D4E80BEC92986,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,UK,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5660173992?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=5A3B81A9CB98CF9EAE311BB69AE5E54BCF443649,Unclear
Adzuna,Data Science Trainee,ITOL Recruit,UK,"Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, percepti",https://www.adzuna.co.uk/jobs/land/ad/5669629321?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=735664C45D5C4A76F889F8644F128EE907E5B1C1,Unclear
Adzuna,Service Desk Analyst,EXL Service Ltd,"Manchester, Greater Manchester","The Service Desk Analyst plays a critical role in delivering high-quality IT support to service users, internal stakeholders, and suppliers. This position requires expertise in managing ticketing syst",https://www.adzuna.co.uk/jobs/details/5684164698?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Service Desk Analyst,EXL,"Manchester, Greater Manchester","Description EXL (NASDAQ: EXLS) is a global data and artificial intelligence (""AI"") company that offers services and solutions to reinvent client business models, drive better outcomes and unlock growt",https://www.adzuna.co.uk/jobs/details/5687232876?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"London, UK","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5677141859?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=3263D19FF11B188CFF08573A85A7ABDBB5CCB131,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,"London, UK","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5669664754?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=5EE923D97CFC3A81F79A78DE6DC797E0CFFC3DED,Unclear
Adzuna,Trainee Data Analyst,ITOL Recruit,"Uxbridge, London","Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5678135882?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=FF706093C809F43989A8C3034A68C9FFCB069812,Unclear
Adzuna,Data Science Trainee,ITOL Recruit,"London, UK","Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, percepti",https://www.adzuna.co.uk/jobs/land/ad/5678133501?se=IFlNu7Mx8RGrBZNbY5I0fA&utm_medium=api&utm_source=4b0905b3&v=D821806253F7132696987E31032C8C98C6C04DFA,Unclear
Adzuna,Data Analyst / Junior Data Scientist,Akkodis,"Spitalfields, East London","Salary: £34,000 - 38,000 per year Requirements: At least 1 year commercial experience working in a similar Data Analyst, Junior Data Scientist or Data Engineer position. Knowledge or experience using ",https://www.adzuna.co.uk/jobs/details/5688214429?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst,Sphere Digital Recruitment,"London, UK","An exciting Marketing agency in London is looking for a Junior Data Analyst to join their growing Data team. Based in: London (hybrid, 1-2 days per week in the office) Contract: 2-month contract (Outs",https://www.adzuna.co.uk/jobs/details/5680408511?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst,Anson McCade,"Central London, London","Junior Data Analyst £Up to £60,000 GBP Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Junior Data Analyst Our client is part of a globally recognised technolo",https://www.adzuna.co.uk/jobs/details/5654341353?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst,Anson McCade,"London, UK","£Up to £60,000 GBP Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Junior Data Analyst Our client is part of a globally recognised technology group, named one ",https://www.adzuna.co.uk/jobs/details/5680370239?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Data Analyst,Rick Stein Head Office,UK,"At Rick Stein Restaurants We are all about fresh seafood, warm service, and a genuine passion for people. From our kitchens to our front-of-house teams, we believe great learning creates great guest e",https://www.adzuna.co.uk/jobs/details/5676045711?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Junior Solutions Data Analyst,Broadridge,"London, UK","At Broadridge, we've built a culture where the highest goal is to empower others to accomplish more. If you’re passionate about developing your career, while helping others along the way, come join th",https://www.adzuna.co.uk/jobs/details/5689746863?utm_medium=api&utm_source=4b0905b3,Unclear
Adzuna,Data Analyst Trainee,ITOL Recruit,UK,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have",https://www.adzuna.co.uk/jobs/land/ad/5660173992?se=PIkw3LMx8RGyzcm9L2Uavw&utm_medium=api&utm_source=4b0905b3&v=5A3B81A9CB98CF9EAE311BB69AE5E54BCF443649,Unclear
Greenhouse,"Software Engineer II, Machine Learning",braze,Toronto,,https://boards.greenhouse.io/braze/jobs/7746993?gh_jid=7746993,Unclear
Lever,Machine Learning Engineer,healx,Cambridge,Do you want to use your Machine Learning skills to help discover treatments for rare disease patients? The role Healx is looking for a talented Machine Learning Engineer to join our Tech team to help ,https://jobs.lever.co/healx/5282b5bb-e95e-4f1c-9460-5d14898b4630,Unclear
Lever,Platform Engineer,healx,Cambridge,The role Healx is hiring a motivated Platform Engineer to build cloud infrastructure and develop production pipelines that enable our AI drug discovery process. You will bridge the gap between infrast,https://jobs.lever.co/healx/dc53c5cb-2be5-4702-8e1d-0b1bb4b13de2,Unclear
Lever,Associate Data Scientist - User Fraud,spotify,Toronto,We’re looking for a Data Scientist to join the band. You’ll help us expand detection and mitigation methods against abuse across all audio verticals on our platform. The team’s goal is to ensure a fra,https://jobs.lever.co/spotify/6b8e77f1-666d-4241-a988-f1ad78272ec1,Unclear
Lever,"Backend Engineer, Music",spotify,"New York, NY","In the Music Mission, we build the tools and services that enable creators to express themselves, promote their work, and connect with fans. Discovery Mode is a key promotional tool that helps artists",https://jobs.lever.co/spotify/52fe2b49-3c85-4479-b1db-2c5ab74cbcfc,Unclear
